file_name,text,true_class,predicted_class
2824832.txt,"Schoenberg Center for Electronic Text and Image The Edgar Fahs Smith Image Collection contains over 3,000 images of scientists, laboratories, and scientific apparatus. A selection of these prints, engravings, and photographs is reproduced on this site. Photographs of any of these images may be ordered from an on-line order form. ",Chemistry,Biology
2784642.txt,"Marcia's Vermiculture Composting Sales of worms, bins and other equipment for vermiculture. ",Agriculture,Agriculture
2834013.txt,Domestic Animal Diversity Information Service (DAD-IS) The key communication and information tool for implementing the FAO Global Strategy for the Management of Farm Animal Genetic Resources (AnGR). ,Environment,Agriculture
and_Supplies_2842015.txt,"Cobos Precision, S.L. Specialist manufacturer of analytical and precision balances. Product range also includes industrial scales, moisture analyzers, laboratory kits and test weights. ",Instruments,Instruments
Sciences_2829935.txt,Reuters AlertNet: Haiti Quake: Who's there and how can you donate? Lists relief agencies and their work in Haiti. ,Earth,Earth
Sciences_2831757.txt,"McMichael's Fossil Models and Replicas Museum quality fossil replicas and skull models, including dinosaurs, humans, saber tooth cats, teeth, claws, and eggs. ",Earth,Earth
2788698.txt,"Stratford Astronomy Group Calendar, chat room, weather forecasts, downloads, and links. ",Astronomy,Astronomy
2786809.txt,"CSIRO Sustainable Ecosystems: Pest Management Many foreign plants and animals have established themselves in Australia. CSIRO research aims to understand how such introduced pests as foxes, rodents and rabbits interact with the environment and how to control them. ",Agriculture,Agriculture
2850157.txt,Columbus State University - Problem of the Week Contest A weekly contest for all students from elementary to high school. Prizes awarded each month. ,Math,Math
2826202.txt,Doklady Chemistry Publishes the most significant new research in chemistry being done in Russia from theoretical and experimental research on all branches of chemical science. ,Chemistry,Chemistry
and_Supplies_2840009.txt,"JS Exports A distributor of general laboratory equipment, for educational and industrial labs. ",Instruments,Instruments
Sciences_2868484.txt,"Yucuna Language and the Yucuna Indian Tribe Pronunciation guide, language learning worksheets, and cultural information. ",Social,Social
in_Society_2857532.txt,"SPRITTE: Spanish Policy Research on Innovation &amp; Technology, Training &amp; Education A research program to increase knowledge in the study of science, technology, innovation, training and education systems, and the strategies of the actors within them. Group members, and ongoing and completed projects. English and Spanish. ",Science,Agriculture
2788949.txt,"Black River Astronomical Society Calendar, space news, Clear Sky Clock, FAQ, gallery, articles, newsletter, and club gear located at North Ridgeville. ",Astronomy,Astronomy
2786616.txt,Nutrient Management for Commercial Fruit &amp; Vegetable Crops in Minnesota Provides guidelines for economically and environmentally sound use of fertilizers in commercial fruit and vegetable production. From the University of Minnesota. ,Agriculture,Agriculture
2856560.txt,GRAVLENS Software for modelling gravitational lens systems; created and maintained by Chuck Keeton at Rutgers University. ,Physics,Math
2786917.txt,SafeCrop Centre for research and development of crop protection with low environment and consumer health impact. ,Agriculture,Agriculture
2787040.txt,"Lao Knowledge Base on Conservation Agriculture Data bank including information, outputs and results from research and development activities in conservation agriculture, a farming system based on direct seeding mulch-based cropping. ",Agriculture,Agriculture
and_Supplies_2840264.txt,"BioTX Automation, Inc. Laboratory automation development company. ",Instruments,Instruments
2803454.txt,"Urosaurus nigricaudus: Baja California Brush Lizard Photographs of this species and its habitat, description, natural history and taxonomy. ",Biology,Biology
2787194.txt,"Lotus Newsletter Provides online scientific papers, summaries and news covering all aspects of research and development involving species of Lotus. Includes researchers, literature databases and links. ",Agriculture,Biology
and_Supplies_2840588.txt,"Optics Technology Manufacturing, supplying and exporting company from India offering a range of laboratory instruments and equipment. ",Instruments,Instruments
2817180.txt,Osmundaceae Photographs of Leptopteris superba and Todea barbara growing in New Zealand. ,Biology,Biology
2845359.txt,"GeoSteiner Software for computing Steiner trees. Written in ANSI C, includes the public domain LP-solver lp_solve. ",Math,Math
2849935.txt,"Mathematical Induction A page of uncommon problems, most closely connected with number theory. ",Math,Math
2789548.txt,"Universal Astronomics Optical instrument mounts including the T-Mount, UniMount and UniStar for binoculars and telescopes. Retailer for a variety of other product lines. ",Astronomy,Astronomy
Sciences_2829918.txt,Plate Tectonics A hands-on exercise about plate tectonics and earthquakes from PBS. Requires Shockwave plug-in ,Earth,Earth
2786251.txt,"University of Florida's Strawberry Lab For research concerning strawberry growing, particularly in Florida. ",Agriculture,Agriculture
2853368.txt,Structures of simple inorganic solids An overview of important crystal structures. ,Physics,Physics
2786449.txt,"GopherHaul Lawn Care Business Marketing Tips Discussions on running a lawn care business, caring for turfgrass and maintaining lawn care equipment. Also includes marketing ideas to help you promote your lawn care business. ",Agriculture,Agriculture
in_Society_2857523.txt,"Rob Kling Center for Social Informatics A program in Social Informatics, focusing on the body of research and study that examines social aspects of computerization. Indiana University. ",Science,Social
2839422.txt,"Quantum Engineering Developments Ltd A major UK supplier of surge control systems, process and instrument air equipment and booster pump sets to UK and overseas water utilities and contractors. ",Environment,Environment
2822330.txt,"University of California, Riverside Department of Chemistry. ",Chemistry,Chemistry
2838179.txt,"Forest, Farm, and Community Tree Network (FACT Net) An incarnation of the Nitrogen Fixing Tree Association (NFTA), which provides information on the use of nitrogen fixing and multipurpose trees. ",Environment,Agriculture
2851613.txt,StudyResult Statistics package to calculate p-values and confidence intervals via summary statistics. Includes some common statistical tests and distributions. ,Math,Math
2854902.txt,"Colour Physics FAQ Concerns the measurement and control of coloured surfaces such as plastics, textiles, and surface coatings. It is intended for practitioners rather than theoreticians. ",Physics,Physics
2879493.txt,"Links999 Portal for information about technology, robotics, security issues, and computing web locations worldwide. ",Technology,Science
2809935.txt,Plumeless Thistle: Carduus acanthoides Photographs of varying stages in the growth of this plant. ,Biology,Biology
Sciences_2828027.txt,"Dr. F. Krantz, Rheinisches Mineralien-Kontor Buying and selling collections (rocks, minerals, fossils). Also sells specimens, field equipment, and teaching aids for geology. Site in both English and French. ",Earth,Earth
2856092.txt,Everett's Relative-State Formulation of Quantum Mechanics Describes Everett's attempt to solve the measurement problem by dropping the collapse dynamics from the standard von Neumann-Dirac theory of quantum mechanics. From the Stanford Encyclopedia. ,Physics,Physics
2855951.txt,Solar Energy Science Project This project consists of a combination of excellent website tutorials and exercises that measure and compute power using an actual hardware kit. ,Physics,Technology
